time,tempce,luftdruck,co2,laut,hell
2022-10-01/23:34:23,22.1,999.0,2112.0,65.0,20.0
2022-10-01/23:34:24,22.1,999.0,2121.0,54.0,19.7
2022-10-01/23:34:26,22.1,999.0,2121.0,54.0,19.7
2022-10-01/23:34:27,22.1,999.0,2121.0,65.0,19.4
2022-10-01/23:34:28,22.1,999.0,2121.0,65.0,19.2
2022-10-01/23:34:29,22.1,999.0,2121.0,66.0,19.2
2022-10-01/23:34:30,22.1,999.0,2121.0,66.0,19.2
2022-10-01/23:34:31,22.1,999.0,2121.0,65.0,19.2
2022-10-01/23:34:32,22.1,999.0,2121.0,65.0,19.2
2022-10-01/23:34:33,22.1,999.0,2121.0,65.0,19.2
2022-10-01/23:34:34,22.1,999.0,2121.0,65.0,19.2
2022-10-01/23:34:35,22.1,999.0,2121.0,65.0,19.2
2022-10-01/23:34:37,22.1,999.0,2121.0,65.0,19.2
2022-10-01/23:34:38,22.1,999.0,2121.0,65.0,19.2
2022-10-01/23:34:39,22.1,999.0,2121.0,65.0,19.2
2022-10-01/23:34:40,22.2,999.0,2119.0,57.0,19.2
2022-10-01/23:34:41,22.2,999.0,2119.0,57.0,19.2
2022-10-01/23:34:42,22.2,999.0,2119.0,65.0,18.7
2022-10-01/23:34:43,22.2,999.0,2119.0,65.0,18.3
2022-10-01/23:34:44,22.2,999.0,2119.0,65.0,18.3
2022-10-01/23:34:45,22.2,999.0,2119.0,65.0,18.3
2022-10-01/23:34:46,22.2,999.0,2119.0,65.0,18.3
