time,tempce,luftdruck,co2,laut,hell
2022-02-22/18:12:39,24.0,992.0,2046.0,66.0,3.3
2022-02-22/18:12:40,24.0,992.0,2042.0,56.0,4.2
2022-02-22/18:12:42,24.0,992.0,2042.0,56.0,4.2
2022-02-22/18:12:43,24.0,992.0,2042.0,63.0,4.4
2022-02-22/18:12:44,24.0,992.0,2042.0,63.0,4.1
2022-02-22/18:12:45,24.0,992.0,2042.0,63.0,3.9
2022-02-22/18:12:46,24.0,992.0,2042.0,63.0,3.7
2022-02-22/18:12:47,24.0,992.0,2042.0,64.0,3.9
2022-02-22/18:12:48,24.0,992.0,2042.0,64.0,4.0
2022-02-22/18:12:49,24.0,992.0,2042.0,66.0,4.2
2022-02-22/18:12:50,24.0,992.0,2042.0,66.0,4.2
2022-02-22/18:12:51,24.0,992.0,2042.0,66.0,4.2
2022-02-22/18:12:52,24.0,992.0,2042.0,66.0,4.3
2022-02-22/18:12:54,24.0,992.0,2042.0,65.0,4.2
2022-02-22/18:12:55,24.0,992.0,2042.0,65.0,4.3
2022-02-22/18:12:56,24.0,992.0,2038.0,57.0,4.2
2022-02-22/18:12:57,24.0,992.0,2038.0,57.0,3.3
2022-02-22/18:12:58,24.0,992.0,2038.0,66.0,3.6
2022-02-22/18:12:59,24.0,992.0,2038.0,66.0,4.2
2022-02-22/18:13:00,24.0,992.0,2038.0,66.0,4.2
2022-02-22/18:13:01,24.0,992.0,2038.0,66.0,4.2
2022-02-22/18:13:02,24.0,992.0,2038.0,65.0,4.2
2022-02-22/18:13:03,24.0,992.0,2038.0,65.0,4.2
2022-02-22/18:13:04,24.0,992.0,2038.0,66.0,4.2
2022-02-22/18:13:06,24.0,992.0,2038.0,66.0,4.2
2022-02-22/18:13:07,24.0,992.0,2038.0,66.0,4.2
2022-02-22/18:13:08,24.0,992.0,2038.0,66.0,4.2
2022-02-22/18:13:09,23.9,992.0,2041.0,62.0,4.2
2022-02-22/18:13:10,23.9,992.0,2041.0,62.0,4.2
2022-02-22/18:13:11,23.9,992.0,2041.0,61.0,4.2
2022-02-22/18:13:12,23.9,992.0,2041.0,61.0,4.2
2022-02-22/18:13:13,23.9,992.0,2041.0,66.0,4.2
2022-02-22/18:13:14,23.9,992.0,2041.0,66.0,4.2
2022-02-22/18:13:15,23.9,992.0,2041.0,66.0,4.2
2022-02-22/18:13:16,23.9,992.0,2041.0,66.0,4.2
2022-02-22/18:13:18,23.9,992.0,2041.0,66.0,4.2
2022-02-22/18:13:19,23.9,992.0,2041.0,66.0,4.2
2022-02-22/18:13:20,23.9,992.0,2041.0,66.0,4.2
