time,tempce,luftdruck,co2,laut,hell
2022-10-06/13:31:26,24.2,1017.0,1219.0,63.0,447.2
2022-10-06/13:31:28,24.2,1017.0,1219.0,63.0,447.8
2022-10-06/13:31:29,24.2,1017.0,1219.0,64.0,448.3
2022-10-06/13:31:30,24.2,1017.0,1219.0,64.0,448.4
2022-10-06/13:31:31,24.2,1017.0,1219.0,62.0,447.9
2022-10-06/13:31:32,24.2,1017.0,1219.0,62.0,446.0
2022-10-06/13:31:33,24.2,1017.0,1218.0,54.0,446.3
2022-10-06/13:31:34,24.2,1017.0,1218.0,54.0,446.4
2022-10-06/13:31:35,24.2,1017.0,1218.0,59.0,446.4
2022-10-06/13:31:36,24.2,1017.0,1218.0,59.0,447.1
2022-10-06/13:31:37,24.2,1017.0,1218.0,63.0,447.5
2022-10-06/13:31:39,24.2,1017.0,1218.0,63.0,448.1
2022-10-06/13:31:40,24.2,1017.0,1218.0,63.0,450.0
2022-10-06/13:31:41,24.2,1017.0,1218.0,63.0,450.0
2022-10-06/13:31:42,24.2,1017.0,1218.0,63.0,450.0
2022-10-06/13:31:43,24.2,1017.0,1218.0,63.0,449.7
2022-10-06/13:31:44,24.2,1017.0,1218.0,63.0,450.0
2022-10-06/13:31:45,24.2,1017.0,1218.0,63.0,450.0
2022-10-06/13:31:46,24.2,1017.0,1218.0,63.0,450.1
2022-10-06/13:31:47,24.2,1017.0,1218.0,63.0,450.0
2022-10-06/13:31:48,24.3,1017.0,1219.0,52.0,450.0
2022-10-06/13:31:49,24.3,1017.0,1219.0,52.0,449.9
2022-10-06/13:31:51,24.3,1017.0,1219.0,63.0,449.2
2022-10-06/13:31:52,24.3,1017.0,1219.0,63.0,449.2
2022-10-06/13:31:53,24.3,1017.0,1219.0,62.0,449.2
2022-10-06/13:31:54,24.3,1017.0,1219.0,62.0,449.4
2022-10-06/13:31:55,24.3,1017.0,1219.0,61.0,449.2
2022-10-06/13:31:56,24.3,1017.0,1219.0,61.0,449.0
2022-10-06/13:31:57,24.3,1017.0,1219.0,63.0,448.7
2022-10-06/13:31:58,24.3,1017.0,1219.0,63.0,448.3
2022-10-06/13:31:59,24.3,1017.0,1219.0,63.0,447.8
2022-10-06/13:32:00,24.3,1017.0,1219.0,63.0,447.7
2022-10-06/13:32:02,24.3,1017.0,1219.0,63.0,448.0
2022-10-06/13:32:03,24.3,1017.0,1219.0,63.0,447.8
2022-10-06/13:32:04,24.3,1017.0,1216.0,50.0,446.6
2022-10-06/13:32:05,24.3,1017.0,1216.0,50.0,446.0
2022-10-06/13:32:06,24.3,1017.0,1216.0,63.0,445.9
2022-10-06/13:32:07,24.3,1017.0,1216.0,63.0,445.4
2022-10-06/13:32:08,24.3,1017.0,1216.0,62.0,447.7
2022-10-06/13:32:09,24.3,1017.0,1216.0,62.0,448.5
2022-10-06/13:32:10,24.3,1017.0,1216.0,63.0,448.1
2022-10-06/13:32:11,24.3,1017.0,1216.0,63.0,447.6
2022-10-06/13:32:13,24.3,1017.0,1216.0,63.0,448.0
2022-10-06/13:32:14,24.3,1017.0,1216.0,63.0,447.9
