time,tempce,luftfeucht,co2,laut,hell
2022-01-06/17:37:51,23.08,997.2,1182.0,23.856,212.6
2022-01-06/17:37:52,23.08,997.2,1182.0,23.76,213.3
2022-01-06/17:37:53,23.08,997.2,1182.0,23.76,213.3
2022-01-06/17:37:54,23.08,997.2,1182.0,23.76,213.3
2022-01-06/17:37:55,23.08,997.2,1182.0,23.76,213.3
2022-01-06/17:37:56,23.08,997.2,1182.0,23.76,213.3
2022-01-06/17:37:58,23.08,997.2,1182.0,23.808,213.3
2022-01-06/17:37:59,23.08,997.2,1182.0,23.808,213.3
2022-01-06/17:38:00,23.08,997.2,1182.0,23.808,213.3
2022-01-06/17:38:01,23.08,997.2,1182.0,23.808,213.3
2022-01-06/17:38:02,23.08,997.2,1182.0,23.808,213.1
2022-01-06/17:38:04,23.08,997.3,1185.0,23.736,212.6
2022-01-06/17:38:05,23.08,997.3,1185.0,23.736,212.5
2022-01-06/17:38:06,23.08,997.3,1185.0,23.736,212.5
2022-01-06/17:38:07,23.08,997.3,1185.0,23.736,212.5
2022-01-06/17:38:08,23.08,997.3,1185.0,23.736,212.4
2022-01-06/17:38:09,23.08,997.3,1185.0,23.856,212.4
2022-01-06/17:38:11,23.08,997.3,1185.0,23.856,212.5
2022-01-06/17:38:12,23.08,997.3,1185.0,23.856,212.5
2022-01-06/17:38:13,23.08,997.3,1185.0,23.856,213.3
2022-01-06/17:38:14,23.08,997.3,1185.0,23.856,213.3
2022-01-06/17:38:15,23.1,997.2,1180.0,23.472,213.3
2022-01-06/17:38:16,23.1,997.2,1180.0,23.472,213.3
2022-01-06/17:38:18,23.1,997.2,1180.0,23.472,213.3
2022-01-06/17:38:19,23.1,997.2,1180.0,23.472,213.3
2022-01-06/17:38:20,23.1,997.2,1180.0,23.472,213.3
2022-01-06/17:38:21,23.1,997.2,1180.0,23.88,213.3
2022-01-06/17:38:22,23.1,997.2,1180.0,23.88,213.3
2022-01-06/17:38:24,23.1,997.2,1180.0,23.88,213.3
2022-01-06/17:38:25,23.1,997.2,1180.0,23.88,213.3
2022-01-06/17:38:26,23.1,997.2,1180.0,23.88,213.3
2022-01-06/17:38:27,23.1,997.2,1180.0,23.784,213.3
2022-01-06/17:38:28,23.1,997.2,1180.0,23.784,213.3
2022-01-06/17:38:29,23.1,997.2,1180.0,23.784,213.3
2022-01-06/17:38:31,23.1,997.2,1180.0,23.784,213.0
2022-01-06/17:38:32,23.1,997.2,1180.0,23.784,212.4
2022-01-06/17:38:33,23.08,997.3,1186.0,23.448,212.4
2022-01-06/17:38:34,23.08,997.3,1186.0,23.448,212.4
2022-01-06/17:38:35,23.08,997.3,1186.0,23.448,212.4
2022-01-06/17:38:36,23.08,997.3,1186.0,23.448,212.5
2022-01-06/17:38:38,23.08,997.3,1186.0,23.448,212.4
