time,tempce,luftfeucht,co2,laut,hell
2022-01-09/12:38:28,23.1,975.5,1676.0,20.496,104.7
2022-01-09/12:38:29,23.1,975.5,1676.0,20.496,106.2
2022-01-09/12:38:31,23.1,975.5,1676.0,20.496,106.2
2022-01-09/12:38:32,23.1,975.5,1676.0,20.328,105.3
2022-01-09/12:38:33,23.1,975.5,1676.0,20.328,105.3
2022-01-09/12:38:34,23.1,975.5,1676.0,20.328,105.3
2022-01-09/12:38:35,23.1,975.5,1676.0,20.328,105.3
2022-01-09/12:38:36,23.1,975.5,1676.0,20.328,105.5
2022-01-09/12:38:38,23.12,975.5,1676.0,20.832,105.4
2022-01-09/12:38:39,23.12,975.5,1676.0,20.832,106.1
2022-01-09/12:38:40,23.12,975.5,1676.0,20.832,106.2
2022-01-09/12:38:41,23.12,975.5,1676.0,20.832,113.6
