time,tempce,luftdruck,co2,laut,hell
2022-02-22/18:09:05,23.9,992.0,2013.0,65.0,2.6
2022-02-22/18:09:06,23.9,992.0,2013.0,65.0,3.3
2022-02-22/18:09:07,23.9,992.0,2013.0,66.0,3.3
2022-02-22/18:09:08,23.9,992.0,2013.0,66.0,3.3
2022-02-22/18:09:09,23.9,992.0,2007.0,54.0,3.3
2022-02-22/18:09:11,23.9,992.0,2007.0,54.0,3.3
2022-02-22/18:09:12,23.9,992.0,2007.0,65.0,3.0
2022-02-22/18:09:13,23.9,992.0,2007.0,65.0,2.5
2022-02-22/18:09:14,23.9,992.0,2007.0,66.0,1.8
2022-02-22/18:09:15,23.9,992.0,2007.0,66.0,2.4
2022-02-22/18:09:16,23.9,992.0,2007.0,64.0,2.5
2022-02-22/18:09:17,23.9,992.0,2007.0,64.0,2.6
2022-02-22/18:09:18,23.9,992.0,2007.0,63.0,3.3
2022-02-22/18:09:19,23.9,992.0,2007.0,63.0,3.3
2022-02-22/18:09:20,23.9,992.0,2007.0,66.0,3.3
2022-02-22/18:09:21,23.9,992.0,2007.0,66.0,3.3
2022-02-22/18:09:23,23.9,992.0,2007.0,66.0,3.3
2022-02-22/18:09:24,23.9,992.0,2007.0,66.0,3.3
2022-02-22/18:09:25,23.9,992.0,2015.0,48.0,3.3
2022-02-22/18:09:26,23.9,992.0,2015.0,48.0,3.3
