time,tempce,luftdruck,co2,laut,hell
2022-02-23/15:59:47,23.4,1002.0,1718.0,61.0,70.0
2022-02-23/15:59:48,23.4,1002.0,1718.0,61.0,70.1
2022-02-23/15:59:50,23.4,1002.0,1718.0,58.0,70.1
2022-02-23/15:59:51,23.4,1002.0,1718.0,58.0,70.6
2022-02-23/15:59:52,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/15:59:53,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/15:59:54,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/15:59:55,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/15:59:56,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/15:59:57,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/15:59:58,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/15:59:59,23.4,1002.0,1718.0,65.0,70.7
2022-02-23/16:00:00,23.4,1002.0,1718.0,65.0,70.7
2022-02-23/16:00:02,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/16:00:03,23.4,1002.0,1718.0,55.0,70.8
2022-02-23/16:00:04,23.4,1002.0,1718.0,55.0,70.8
2022-02-23/16:00:05,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/16:00:06,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/16:00:07,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/16:00:08,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/16:00:09,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/16:00:10,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/16:00:11,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/16:00:13,23.4,1002.0,1718.0,65.0,70.6
2022-02-23/16:00:14,23.4,1002.0,1718.0,65.0,70.8
2022-02-23/16:00:15,23.4,1002.0,1718.0,65.0,69.9
2022-02-23/16:00:16,23.4,1002.0,1718.0,65.0,69.2
2022-02-23/16:00:17,23.4,1002.0,1718.0,65.0,69.4
2022-02-23/16:00:18,23.4,1002.0,1719.0,55.0,68.7
2022-02-23/16:00:19,23.4,1002.0,1719.0,55.0,68.3
2022-02-23/16:00:20,23.4,1002.0,1719.0,65.0,68.3
2022-02-23/16:00:21,23.4,1002.0,1719.0,65.0,70.0
2022-02-23/16:00:22,23.4,1002.0,1719.0,65.0,70.7
