time,tempce,luftfeucht,co2,laut,hell
2022-01-06/16:53:48,20.96,996.7,651.0,23.688,210.6
2022-01-06/16:53:49,21.04,996.7,681.0,23.376,210.6
2022-01-06/16:53:50,21.04,996.7,681.0,23.376,210.6
2022-01-06/16:53:51,21.04,996.7,681.0,23.376,210.6
2022-01-06/16:53:52,21.04,996.7,681.0,23.376,211.4
2022-01-06/16:53:54,21.04,996.7,681.0,23.376,211.4
2022-01-06/16:53:55,21.04,996.7,681.0,23.712,211.5
2022-01-06/16:53:56,21.04,996.7,681.0,23.712,210.6
2022-01-06/16:53:57,21.04,996.7,681.0,23.712,209.7
2022-01-06/16:53:58,21.04,996.7,681.0,23.712,209.7
2022-01-06/16:53:59,21.04,996.7,681.0,23.712,209.7
2022-01-06/16:54:01,21.12,996.7,711.0,23.496,209.7
2022-01-06/16:54:02,21.12,996.7,711.0,23.496,209.7
2022-01-06/16:54:03,21.12,996.7,711.0,23.496,209.7
2022-01-06/16:54:04,21.12,996.7,711.0,23.496,209.7
2022-01-06/16:54:05,21.12,996.7,711.0,23.496,209.7
2022-01-06/16:54:06,21.12,996.7,711.0,23.664,209.7
2022-01-06/16:54:08,21.12,996.7,711.0,23.664,209.7
2022-01-06/16:54:09,21.12,996.7,711.0,23.664,209.7
2022-01-06/16:54:10,21.12,996.7,711.0,23.664,209.7
2022-01-06/16:54:11,21.12,996.7,711.0,23.664,210.5
2022-01-06/16:54:12,21.12,996.7,711.0,24.024,210.6
2022-01-06/16:54:14,21.12,996.7,711.0,24.024,210.6
2022-01-06/16:54:15,21.12,996.7,711.0,24.024,210.5
2022-01-06/16:54:16,21.12,996.7,711.0,24.024,210.0
2022-01-06/16:54:17,21.12,996.7,711.0,24.024,210.6
2022-01-06/16:54:18,21.18,996.7,742.0,23.88,211.4
2022-01-06/16:54:19,21.18,996.7,742.0,23.88,211.4
2022-01-06/16:54:21,21.18,996.7,742.0,23.88,211.5
2022-01-06/16:54:22,21.18,996.7,742.0,23.88,211.5
2022-01-06/16:54:23,21.18,996.7,742.0,23.88,211.5
2022-01-06/16:54:24,21.18,996.7,742.0,23.88,211.5
2022-01-06/16:54:25,21.18,996.7,742.0,23.88,211.5
2022-01-06/16:54:27,21.18,996.7,742.0,23.88,211.5
2022-01-06/16:54:28,21.18,996.7,742.0,23.88,211.5
2022-01-06/16:54:29,21.18,996.7,742.0,23.88,211.5
2022-01-06/16:54:30,21.28,996.7999,771.0,24.552,211.5
2022-01-06/16:54:31,21.28,996.7999,771.0,24.552,211.5
2022-01-06/16:54:32,21.28,996.7999,771.0,24.552,211.5
2022-01-06/16:54:34,21.28,996.7999,771.0,24.552,211.5
2022-01-06/16:54:35,21.28,996.7999,771.0,24.552,211.5
2022-01-06/16:54:36,21.28,996.7999,771.0,23.736,211.4
2022-01-06/16:54:37,21.28,996.7999,771.0,23.736,210.6
2022-01-06/16:54:38,21.28,996.7999,771.0,23.736,210.6
2022-01-06/16:54:39,21.28,996.7999,771.0,23.736,210.6
2022-01-06/16:54:41,21.28,996.7999,771.0,23.736,210.8
2022-01-06/16:54:42,21.28,996.7999,771.0,23.856,211.5
2022-01-06/16:54:43,21.28,996.7999,771.0,23.856,211.5
2022-01-06/16:54:44,21.28,996.7999,771.0,23.856,211.5
2022-01-06/16:54:45,21.28,996.7999,771.0,23.856,211.5
2022-01-06/16:54:47,21.28,996.7999,771.0,23.856,211.2
2022-01-06/16:54:48,21.35,996.7999,792.0,24.36,210.6
