time,tempce,luftdruck,co2,laut,hell
2022-08-18/19:54:55,27.3,987.0,2862.0,53.0,16.1
2022-08-18/19:54:56,27.3,987.0,2862.0,53.0,16.2
2022-08-18/19:54:57,27.3,987.0,2862.0,63.0,16.6
2022-08-18/19:54:58,27.3,987.0,2862.0,63.0,16.1
2022-08-18/19:54:59,27.3,987.0,2862.0,65.0,16.3
2022-08-18/19:55:00,27.3,987.0,2862.0,65.0,16.4
2022-08-18/19:55:01,27.3,987.0,2862.0,65.0,16.0
2022-08-18/19:55:03,27.3,987.0,2862.0,65.0,14.9
2022-08-18/19:55:04,27.3,987.0,2862.0,65.0,11.4
2022-08-18/19:55:05,27.3,987.0,2862.0,65.0,16.1
2022-08-18/19:55:06,27.3,987.0,2862.0,64.0,16.0
2022-08-18/19:55:07,27.3,987.0,2862.0,64.0,16.1
