time,tempce,luftfeucht,co2,laut,hell
2022-01-06/17:47:02,23.26,997.3,1224.0,23.736,209.9
2022-01-06/17:47:03,23.26,997.3,1224.0,23.736,210.6
2022-01-06/17:47:04,23.26,997.3,1224.0,23.736,210.6
2022-01-06/17:47:05,23.26,997.3,1224.0,23.736,210.6
2022-01-06/17:47:06,23.26,997.3,1224.0,23.808,210.6
2022-01-06/17:47:07,23.26,997.3,1224.0,23.808,210.6
2022-01-06/17:47:09,23.26,997.3,1224.0,23.808,210.6
2022-01-06/17:47:10,23.26,997.3,1224.0,23.808,211.3
2022-01-06/17:47:11,23.26,997.3,1224.0,23.808,211.5
2022-01-06/17:47:12,23.26,997.3,1224.0,23.808,211.5
2022-01-06/17:47:13,23.26,997.3,1224.0,23.808,211.5
2022-01-06/17:47:14,23.26,997.3,1224.0,23.808,210.8
2022-01-06/17:47:16,23.26,997.3,1224.0,23.808,209.7
2022-01-06/17:47:17,23.26,997.3,1224.0,23.808,209.7
2022-01-06/17:47:18,23.26,997.3,1224.0,23.472,209.7
2022-01-06/17:47:19,23.26,997.3,1224.0,23.472,209.7
2022-01-06/17:47:20,23.26,997.3,1224.0,23.472,209.7
