time,tempce,luftdruck,co2,laut,hell
2022-02-27/14:59:25,21.2,1013.0,656.0,65.0,154.6
2022-02-27/14:59:26,21.2,1013.0,656.0,65.0,155.0
2022-02-27/14:59:27,21.2,1013.0,656.0,65.0,154.8
2022-02-27/14:59:28,21.2,1013.0,656.0,63.0,154.8
2022-02-27/14:59:29,21.2,1013.0,656.0,63.0,154.8
2022-02-27/14:59:30,21.2,1013.0,656.0,65.0,154.8
2022-02-27/14:59:31,21.2,1013.0,656.0,65.0,154.9
2022-02-27/14:59:33,21.2,1013.0,656.0,65.0,155.0
2022-02-27/14:59:34,21.2,1013.0,656.0,65.0,154.8
2022-02-27/14:59:35,21.3,1013.0,662.0,56.0,155.0
2022-02-27/14:59:36,21.3,1013.0,662.0,56.0,155.3
2022-02-27/14:59:37,21.3,1013.0,662.0,57.0,155.6
2022-02-27/14:59:38,21.3,1013.0,662.0,57.0,155.0
2022-02-27/14:59:39,21.3,1013.0,662.0,65.0,154.7
2022-02-27/14:59:40,21.3,1013.0,662.0,65.0,154.6
2022-02-27/14:59:41,21.3,1013.0,662.0,65.0,155.6
2022-02-27/14:59:42,21.3,1013.0,662.0,65.0,155.8
2022-02-27/14:59:44,21.3,1013.0,662.0,65.0,155.9
2022-02-27/14:59:45,21.3,1013.0,662.0,65.0,156.6
2022-02-27/14:59:46,21.3,1013.0,662.0,65.0,156.8
2022-02-27/14:59:47,21.3,1013.0,662.0,65.0,157.8
2022-02-27/14:59:48,21.3,1013.0,662.0,65.0,158.3
2022-02-27/14:59:49,21.3,1013.0,662.0,65.0,158.3
2022-02-27/14:59:50,21.3,1013.0,663.0,56.0,158.9
2022-02-27/14:59:51,21.3,1013.0,663.0,56.0,159.2
2022-02-27/14:59:52,21.3,1013.0,663.0,65.0,159.2
2022-02-27/14:59:53,21.3,1013.0,663.0,65.0,159.2
2022-02-27/14:59:54,21.3,1013.0,663.0,65.0,158.6
2022-02-27/14:59:56,21.3,1013.0,663.0,65.0,158.3
2022-02-27/14:59:57,21.3,1013.0,663.0,65.0,158.3
2022-02-27/14:59:58,21.3,1013.0,663.0,65.0,158.3
2022-02-27/14:59:59,21.3,1013.0,663.0,65.0,158.3
2022-02-27/15:00:00,21.3,1013.0,663.0,65.0,158.1
2022-02-27/15:00:01,21.3,1013.0,663.0,65.0,158.3
2022-02-27/15:00:02,21.3,1013.0,663.0,65.0,158.7
2022-02-27/15:00:03,21.3,1013.0,663.0,65.0,159.2
