time,tempce,luftdruck,co2,laut,hell
2022-10-06/13:35:23,24.3,1017.0,1249.0,64.0,480.8
2022-10-06/13:35:24,24.3,1017.0,1249.0,64.0,481.6
2022-10-06/13:35:25,24.3,1017.0,1249.0,64.0,481.7
2022-10-06/13:35:26,24.3,1017.0,1249.0,63.0,482.2
2022-10-06/13:35:27,24.3,1017.0,1249.0,63.0,482.9
2022-10-06/13:35:28,24.3,1017.0,1249.0,63.0,483.2
2022-10-06/13:35:29,24.3,1017.0,1249.0,63.0,482.7
2022-10-06/13:35:30,24.3,1017.0,1249.0,63.0,483.3
2022-10-06/13:35:32,24.3,1017.0,1249.0,63.0,484.0
2022-10-06/13:35:33,24.3,1017.0,1249.0,57.0,483.9
2022-10-06/13:35:34,24.3,1017.0,1249.0,57.0,483.3
2022-10-06/13:35:35,24.3,1017.0,1249.0,55.0,483.9
2022-10-06/13:35:36,24.3,1017.0,1249.0,55.0,483.3
2022-10-06/13:35:37,24.3,1017.0,1249.0,63.0,470.5
2022-10-06/13:35:38,24.3,1017.0,1249.0,63.0,471.0
2022-10-06/13:35:39,24.3,1017.0,1249.0,62.0,471.2
2022-10-06/13:35:40,24.3,1017.0,1249.0,62.0,471.4
2022-10-06/13:35:41,24.3,1017.0,1249.0,60.0,471.5
2022-10-06/13:35:43,24.3,1017.0,1249.0,60.0,471.7
2022-10-06/13:35:44,24.3,1017.0,1249.0,62.0,471.7
2022-10-06/13:35:45,24.3,1017.0,1249.0,62.0,470.6
2022-10-06/13:35:46,24.3,1017.0,1249.0,62.0,477.8
2022-10-06/13:35:47,24.3,1017.0,1249.0,62.0,471.9
