time,tempce,luftdruck,co2,laut,hell
2022-02-22/17:52:24,23.8,993.0,1963.0,66.0,2.5
2022-02-22/17:52:25,23.8,993.0,1967.0,56.0,3.7
2022-02-22/17:52:26,23.8,993.0,1967.0,56.0,4.2
2022-02-22/17:52:27,23.8,993.0,1967.0,64.0,4.2
2022-02-22/17:52:28,23.8,993.0,1967.0,64.0,4.1
2022-02-22/17:52:29,23.8,993.0,1967.0,66.0,3.9
2022-02-22/17:52:30,23.8,993.0,1967.0,66.0,4.2
2022-02-22/17:52:31,23.8,993.0,1967.0,66.0,4.2
2022-02-22/17:52:32,23.8,993.0,1967.0,66.0,4.2
2022-02-22/17:52:33,23.8,993.0,1967.0,66.0,4.2
2022-02-22/17:52:35,23.8,993.0,1967.0,66.0,4.4
2022-02-22/17:52:36,23.8,993.0,1967.0,66.0,3.5
2022-02-22/17:52:37,23.8,993.0,1967.0,66.0,4.2
2022-02-22/17:52:38,23.8,993.0,1967.0,66.0,3.1
