time,tempce,luftdruck,co2,laut,hell
2022-08-18/19:42:38,27.3,987.0,2790.0,62.0,20.0
2022-08-18/19:42:39,27.3,987.0,2790.0,62.0,20.0
2022-08-18/19:42:40,27.3,987.0,2790.0,57.0,20.3
2022-08-18/19:42:41,27.3,987.0,2790.0,57.0,20.2
2022-08-18/19:42:42,27.3,987.0,2799.0,59.0,20.8
2022-08-18/19:42:43,27.3,987.0,2799.0,59.0,20.7
2022-08-18/19:42:45,27.3,987.0,2799.0,59.0,20.7
2022-08-18/19:42:46,27.3,987.0,2799.0,59.0,20.7
2022-08-18/19:42:47,27.3,987.0,2799.0,61.0,20.8
2022-08-18/19:42:48,27.3,987.0,2799.0,61.0,20.8
2022-08-18/19:42:49,27.3,987.0,2799.0,65.0,20.8
2022-08-18/19:42:50,27.3,987.0,2799.0,65.0,20.8
