time,tempce,luftdruck,co2,laut,hell
2022-02-23/15:56:02,23.4,1002.0,1740.0,59.0,70.3
2022-02-23/15:56:03,23.4,1002.0,1740.0,59.0,70.0
2022-02-23/15:56:04,23.4,1002.0,1748.0,61.0,70.2
2022-02-23/15:56:05,23.4,1002.0,1748.0,61.0,69.9
2022-02-23/15:56:06,23.4,1002.0,1748.0,65.0,70.0
2022-02-23/15:56:07,23.4,1002.0,1748.0,65.0,70.0
2022-02-23/15:56:09,23.4,1002.0,1748.0,65.0,70.6
2022-02-23/15:56:10,23.4,1002.0,1748.0,65.0,71.4
2022-02-23/15:56:11,23.4,1002.0,1748.0,65.0,71.1
2022-02-23/15:56:12,23.4,1002.0,1748.0,65.0,71.1
2022-02-23/15:56:13,23.4,1002.0,1748.0,65.0,70.0
2022-02-23/15:56:14,23.4,1002.0,1748.0,65.0,70.2
