time,tempce,luftdruck,co2,laut,hell
2022-02-23/16:19:39,22,1000,0,0,400
2022-02-23/16:19:44,22,1000,0,0,400
2022-02-23/16:19:48,22,1000,0,0,400
2022-02-23/16:19:53,22,1000,0,0,400
2022-02-23/16:19:57,22,1000,0,0,400
2022-02-23/16:20:01,22,1000,0,0,400
2022-02-23/16:20:06,22,1000,0,0,400
2022-02-23/16:20:10,22,1000,0,0,400
2022-02-23/16:20:15,22,1000,0,0,400
2022-02-23/16:20:19,22,1000,0,0,400
2022-02-23/16:20:23,22,1000,0,0,400
2022-02-23/16:20:28,22,1000,0,0,400
2022-02-23/16:20:32,22,1000,0,0,400
2022-02-23/16:20:37,22,1000,0,0,400
2022-02-23/16:20:41,22,1000,0,0,400
2022-02-23/16:20:46,22,1000,0,0,400
2022-02-23/16:20:50,22,1000,0,0,400
2022-02-23/16:20:54,22,1000,0,0,400
2022-02-23/16:20:59,22,1000,0,0,400
2022-02-23/16:21:03,22,1000,0,0,400
2022-02-23/16:21:08,22,1000,0,0,400
