time,tempce,luftdruck,co2,laut,hell
2022-10-01/23:42:23,23.1,999.0,2115.0,65.0,18.6
2022-10-01/23:42:25,23.1,999.0,2116.0,58.0,19.2
2022-10-01/23:42:26,23.1,999.0,2116.0,58.0,19.2
2022-10-01/23:42:27,23.1,999.0,2116.0,65.0,19.2
2022-10-01/23:42:28,23.1,999.0,2116.0,65.0,19.2
2022-10-01/23:42:29,23.1,999.0,2116.0,65.0,19.2
2022-10-01/23:42:30,23.1,999.0,2116.0,65.0,19.0
2022-10-01/23:42:31,23.1,999.0,2116.0,65.0,18.5
2022-10-01/23:42:32,23.1,999.0,2116.0,65.0,18.4
2022-10-01/23:42:33,23.1,999.0,2116.0,65.0,19.2
2022-10-01/23:42:34,23.1,999.0,2116.0,65.0,18.7
2022-10-01/23:42:36,23.1,999.0,2116.0,65.0,18.3
2022-10-01/23:42:37,23.1,999.0,2116.0,65.0,18.3
2022-10-01/23:42:38,23.1,999.0,2116.0,65.0,18.3
2022-10-01/23:42:39,23.1,999.0,2116.0,65.0,18.3
2022-10-01/23:42:40,23.1,999.0,2113.0,55.0,18.3
2022-10-01/23:42:41,23.1,999.0,2113.0,55.0,18.3
2022-10-01/23:42:42,23.1,999.0,2113.0,65.0,18.4
2022-10-01/23:42:43,23.1,999.0,2113.0,65.0,18.3
2022-10-01/23:42:44,23.1,999.0,2113.0,65.0,18.8
2022-10-01/23:42:45,23.1,999.0,2113.0,65.0,18.9
2022-10-01/23:42:46,23.1,999.0,2113.0,65.0,18.7
2022-10-01/23:42:48,23.1,999.0,2113.0,65.0,18.3
2022-10-01/23:42:49,23.1,999.0,2113.0,65.0,18.3
2022-10-01/23:42:50,23.1,999.0,2113.0,65.0,19.2
2022-10-01/23:42:51,23.1,999.0,2113.0,65.0,19.2
2022-10-01/23:42:52,23.1,999.0,2113.0,65.0,19.0
2022-10-01/23:42:53,23.1,999.0,2113.0,62.0,18.3
2022-10-01/23:42:54,23.1,999.0,2113.0,62.0,18.6
2022-10-01/23:42:55,23.1,999.0,2121.0,62.0,19.2
2022-10-01/23:42:56,23.1,999.0,2121.0,62.0,19.2
2022-10-01/23:42:57,23.1,999.0,2121.0,65.0,18.5
2022-10-01/23:42:59,23.1,999.0,2121.0,65.0,18.8
2022-10-01/23:43:00,23.1,999.0,2121.0,65.0,19.2
2022-10-01/23:43:01,23.1,999.0,2121.0,65.0,18.3
2022-10-01/23:43:02,23.1,999.0,2121.0,65.0,18.3
2022-10-01/23:43:03,23.1,999.0,2121.0,65.0,18.3
2022-10-01/23:43:04,23.1,999.0,2121.0,65.0,18.3
2022-10-01/23:43:05,23.1,999.0,2121.0,65.0,18.8
2022-10-01/23:43:06,23.1,999.0,2121.0,65.0,18.6
2022-10-01/23:43:07,23.1,999.0,2121.0,65.0,18.7
2022-10-01/23:43:08,23.2,999.0,2116.0,63.0,18.3
2022-10-01/23:43:09,23.2,999.0,2116.0,63.0,18.3
2022-10-01/23:43:11,23.2,999.0,2116.0,58.0,18.3
2022-10-01/23:43:12,23.2,999.0,2116.0,58.0,18.3
2022-10-01/23:43:13,23.2,999.0,2116.0,65.0,18.3
