time,tempce,luftfeucht,co2,laut,hell
2022-01-06/17:41:07,23.1,997.2,1201.0,23.976,209.8
2022-01-06/17:41:08,23.1,997.2,1201.0,23.856,210.3
2022-01-06/17:41:09,23.1,997.2,1201.0,23.856,210.1
2022-01-06/17:41:10,23.1,997.2,1201.0,23.856,210.3
2022-01-06/17:41:11,23.1,997.2,1201.0,23.856,210.6
2022-01-06/17:41:13,23.1,997.2,1201.0,23.856,210.4
2022-01-06/17:41:14,23.1,997.2,1201.0,23.688,210.3
2022-01-06/17:41:15,23.1,997.2,1201.0,23.688,210.5
2022-01-06/17:41:16,23.1,997.2,1201.0,23.688,210.5
2022-01-06/17:41:17,23.1,997.2,1201.0,23.688,210.4
2022-01-06/17:41:19,23.1,997.2,1201.0,23.688,210.5
2022-01-06/17:41:20,23.12,997.3,1200.0,24.12,210.3
2022-01-06/17:41:21,23.12,997.3,1200.0,24.12,210.2
2022-01-06/17:41:22,23.12,997.3,1200.0,24.12,210.6
2022-01-06/17:41:23,23.12,997.3,1200.0,24.12,210.5
2022-01-06/17:41:24,23.12,997.3,1200.0,24.12,210.1
2022-01-06/17:41:26,23.12,997.3,1200.0,23.736,210.3
2022-01-06/17:41:27,23.12,997.3,1200.0,23.736,209.9
2022-01-06/17:41:28,23.12,997.3,1200.0,23.736,210.1
2022-01-06/17:41:29,23.12,997.3,1200.0,23.736,210.2
2022-01-06/17:41:30,23.12,997.3,1200.0,23.736,209.9
2022-01-06/17:41:31,23.1,997.3,1202.0,23.904,210.1
2022-01-06/17:41:33,23.1,997.3,1202.0,23.904,210.2
2022-01-06/17:41:34,23.1,997.3,1202.0,23.904,210.1
2022-01-06/17:41:35,23.1,997.3,1202.0,23.904,210.5
2022-01-06/17:41:36,23.1,997.3,1202.0,23.904,210.6
2022-01-06/17:41:37,23.1,997.3,1202.0,23.952,210.4
2022-01-06/17:41:39,23.1,997.3,1202.0,23.952,210.6
2022-01-06/17:41:40,23.1,997.3,1202.0,23.952,210.2
2022-01-06/17:41:41,23.1,997.3,1202.0,23.952,210.4
2022-01-06/17:41:42,23.1,997.3,1202.0,23.952,210.4
2022-01-06/17:41:43,23.1,997.3,1202.0,23.832,210.1
2022-01-06/17:41:44,23.1,997.3,1202.0,23.832,210.5
2022-01-06/17:41:46,23.1,997.3,1202.0,23.832,210.4
2022-01-06/17:41:47,23.1,997.3,1202.0,23.832,210.4
