time,tempce,luftdruck,co2,laut,hell
2022-02-23/15:53:46,23.4,1002.0,1720.0,65.0,71.5
2022-02-23/15:53:47,23.4,1002.0,1722.0,60.0,71.4
2022-02-23/15:53:49,23.4,1002.0,1722.0,60.0,72.1
2022-02-23/15:53:50,23.4,1002.0,1722.0,59.0,72.5
2022-02-23/15:53:51,23.4,1002.0,1722.0,59.0,72.4
2022-02-23/15:53:52,23.4,1002.0,1722.0,65.0,72.0
2022-02-23/15:53:53,23.4,1002.0,1722.0,65.0,72.5
2022-02-23/15:53:54,23.4,1002.0,1722.0,65.0,72.5
2022-02-23/15:53:55,23.4,1002.0,1722.0,65.0,72.5
2022-02-23/15:53:56,23.4,1002.0,1722.0,65.0,72.5
2022-02-23/15:53:57,23.4,1002.0,1722.0,65.0,72.5
2022-02-23/15:53:58,23.4,1002.0,1722.0,65.0,72.5
2022-02-23/15:53:59,23.4,1002.0,1722.0,65.0,72.5
2022-02-23/15:54:01,23.4,1002.0,1722.0,65.0,72.5
