time,tempce,luftdruck,co2,laut,hell
2022-08-18/18:14:50,25.3,988.0,2143.0,55.0,33.3
2022-08-18/18:14:51,25.3,988.0,2143.0,63.0,33.3
2022-08-18/18:14:52,25.3,988.0,2143.0,63.0,33.3
2022-08-18/18:14:53,25.3,988.0,2143.0,65.0,33.3
2022-08-18/18:14:54,25.3,988.0,2143.0,65.0,33.3
2022-08-18/18:14:56,25.3,988.0,2143.0,65.0,33.3
2022-08-18/18:14:57,25.3,988.0,2143.0,65.0,33.5
2022-08-18/18:14:58,25.3,988.0,2143.0,65.0,34.2
2022-08-18/18:14:59,25.3,988.0,2143.0,65.0,34.2
2022-08-18/18:15:00,25.3,988.0,2143.0,65.0,34.2
2022-08-18/18:15:01,25.3,988.0,2143.0,65.0,34.2
2022-08-18/18:15:02,25.3,988.0,2143.0,65.0,34.0
2022-08-18/18:15:03,25.3,988.0,2143.0,65.0,33.3
2022-08-18/18:15:04,25.4,988.0,2186.0,55.0,33.3
2022-08-18/18:15:05,25.4,988.0,2186.0,55.0,33.3
2022-08-18/18:15:06,25.4,988.0,2186.0,65.0,33.3
2022-08-18/18:15:08,25.4,988.0,2186.0,65.0,33.5
2022-08-18/18:15:09,25.4,988.0,2186.0,61.0,33.6
2022-08-18/18:15:10,25.4,988.0,2186.0,61.0,33.6
2022-08-18/18:15:11,25.4,988.0,2186.0,65.0,33.9
2022-08-18/18:15:12,25.4,988.0,2186.0,65.0,34.0
2022-08-18/18:15:13,25.4,988.0,2186.0,65.0,34.2
2022-08-18/18:15:14,25.4,988.0,2186.0,65.0,33.9
2022-08-18/18:15:15,25.4,988.0,2186.0,65.0,33.5
2022-08-18/18:15:16,25.4,988.0,2186.0,65.0,33.3
2022-08-18/18:15:17,25.4,988.0,2186.0,65.0,33.3
