time,tempce,luftdruck,co2,laut,hell
2022-02-22/16:55:48,23.7,993.0,1601.0,56.0,12.5
2022-02-22/16:55:50,23.7,993.0,1601.0,56.0,13.2
2022-02-22/16:55:51,23.7,993.0,1601.0,66.0,13.3
2022-02-22/16:55:52,23.7,993.0,1601.0,66.0,13.3
2022-02-22/16:55:53,23.7,993.0,1601.0,66.0,13.3
2022-02-22/16:55:54,23.7,993.0,1601.0,66.0,13.3
2022-02-22/16:55:55,23.7,993.0,1601.0,66.0,13.3
2022-02-22/16:55:56,23.7,993.0,1601.0,66.0,13.3
2022-02-22/16:55:57,23.7,993.0,1601.0,66.0,13.3
2022-02-22/16:55:58,23.7,993.0,1601.0,66.0,13.3
2022-02-22/16:55:59,23.7,993.0,1601.0,66.0,13.3
2022-02-22/16:56:00,23.7,993.0,1601.0,66.0,13.3
