time,tempce,luftdruck,co2,laut,hell
2022-02-22/17:28:54,22,1000,0,0,400
2022-02-22/17:28:57,22,1000,0,0,400
2022-02-22/17:29:00,22,1000,0,0,400
2022-02-22/17:29:03,22,1000,0,0,400
2022-02-22/17:29:06,22,1000,0,0,400
2022-02-22/17:29:09,22,1000,0,0,400
2022-02-22/17:29:12,22,1000,0,0,400
2022-02-22/17:29:15,22,1000,0,0,400
2022-02-22/17:29:18,22,1000,0,0,400
2022-02-22/17:29:21,22,1000,0,0,400
2022-02-22/17:29:24,22,1000,0,0,400
2022-02-22/17:29:27,22,1000,0,0,400
2022-02-22/17:29:30,22,1000,0,0,400
2022-02-22/17:29:33,22,1000,0,0,400
2022-02-22/17:29:36,22,1000,0,0,400
2022-02-22/17:29:39,22,1000,0,0,400
2022-02-22/17:29:42,22,1000,0,0,400
2022-02-22/17:29:45,22,1000,0,0,400
2022-02-22/17:29:48,22,1000,0,0,400
2022-02-22/17:29:51,22,1000,0,0,400
2022-02-22/17:29:54,22,1000,0,0,400
2022-02-22/17:29:57,22,1000,0,0,400
2022-02-22/17:30:00,22,1000,0,0,400
2022-02-22/17:30:03,22,1000,0,0,400
2022-02-22/17:30:06,22,1000,0,0,400
2022-02-22/17:30:09,22,1000,0,0,400
2022-02-22/17:30:12,22,1000,0,0,400
2022-02-22/17:30:15,22,1000,0,0,400
2022-02-22/17:30:18,22,1000,0,0,400
2022-02-22/17:30:21,22,1000,0,0,400
2022-02-22/17:30:24,22,1000,0,0,400
2022-02-22/17:30:27,22,1000,0,0,400
2022-02-22/17:30:30,22,1000,0,0,400
2022-02-22/17:30:33,22,1000,0,0,400
2022-02-22/17:30:36,22,1000,0,0,400
2022-02-22/17:30:39,22,1000,0,0,400
