time,tempce,luftfeucht,co2,laut,hell
2022-01-06/17:21:44,23.01,997.1,1052.0,23.76,209.7
2022-01-06/17:21:45,23.03,997.1,1054.0,23.856,210.6
2022-01-06/17:21:46,23.03,997.1,1054.0,23.856,210.6
2022-01-06/17:21:47,23.03,997.1,1054.0,23.856,210.6
2022-01-06/17:21:48,23.03,997.1,1054.0,23.856,210.6
2022-01-06/17:21:50,23.03,997.1,1054.0,23.856,210.6
2022-01-06/17:21:51,23.03,997.1,1054.0,23.88,210.6
2022-01-06/17:21:52,23.03,997.1,1054.0,23.88,210.6
2022-01-06/17:21:53,23.03,997.1,1054.0,23.88,210.6
2022-01-06/17:21:54,23.03,997.1,1054.0,23.88,210.9
2022-01-06/17:21:55,23.03,997.1,1054.0,23.88,210.7
2022-01-06/17:21:57,23.03,997.1,1054.0,23.856,210.6
2022-01-06/17:21:58,23.03,997.1,1054.0,23.856,210.6
2022-01-06/17:21:59,23.03,997.1,1054.0,23.856,210.6
2022-01-06/17:22:00,23.03,997.1,1054.0,23.856,210.6
2022-01-06/17:22:01,23.03,997.1,1054.0,23.856,210.6
2022-01-06/17:22:03,23.01,997.1,1048.0,23.976,210.6
2022-01-06/17:22:04,23.01,997.1,1048.0,23.976,210.6
2022-01-06/17:22:05,23.01,997.1,1048.0,23.976,210.6
2022-01-06/17:22:06,23.01,997.1,1048.0,23.976,210.7
2022-01-06/17:22:07,23.01,997.1,1048.0,23.976,210.6
2022-01-06/17:22:08,23.01,997.1,1048.0,23.904,210.6
