time,tempce,luftfeucht,co2,laut,hell
2022-01-08/15:56:51,25,51.0,669.0,50.0,400
2022-01-08/15:56:54,25,51.0,669.0,50.0,400
2022-01-08/15:56:57,23.63,987.7999,1542.0,24.0,230.4
2022-01-08/15:56:58,23.63,987.7999,1542.0,24.0,230.4
2022-01-08/15:56:59,23.63,987.7999,1542.0,24.0,230.4
2022-01-08/15:57:00,23.63,987.7999,1542.0,339.168,230.4
2022-01-08/15:57:01,23.63,987.7999,1542.0,339.168,230.4
2022-01-08/15:57:03,23.63,987.7999,1542.0,339.168,230.4
2022-01-08/15:57:04,23.63,987.7999,1542.0,339.168,230.4
2022-01-08/15:57:05,23.63,987.7999,1542.0,339.168,230.4
2022-01-08/15:57:06,23.63,987.7999,1542.0,327.336,230.4
2022-01-08/15:57:07,23.63,987.7999,1542.0,327.336,230.4
2022-01-08/15:57:09,23.63,987.7999,1542.0,327.336,230.4
2022-01-08/15:57:10,23.63,987.7999,1542.0,327.336,230.4
2022-01-08/15:57:11,23.63,987.7999,1542.0,327.336,230.5
2022-01-08/15:57:12,23.64,987.7999,1541.0,325.176,230.4
2022-01-08/15:57:13,23.64,987.7999,1541.0,325.176,230.4
2022-01-08/15:57:14,23.64,987.7999,1541.0,325.176,230.5
2022-01-08/15:57:16,23.64,987.7999,1541.0,325.176,230.4
2022-01-08/15:57:17,23.64,987.7999,1541.0,325.176,230.4
2022-01-08/15:57:18,23.64,987.7999,1541.0,320.928,230.4
2022-01-08/15:57:19,23.64,987.7999,1541.0,320.928,230.4
2022-01-08/15:57:20,23.64,987.7999,1541.0,320.928,230.5
