time,tempce,luftfeucht,co2,laut,hell
2022-01-09/14:06:02,23.58,976.6,1543.0,20.592,60.7
2022-01-09/14:06:03,23.58,976.6,1543.0,20.592,61.19999
2022-01-09/14:06:04,23.58,976.6,1543.0,20.592,61.19999
2022-01-09/14:06:05,23.58,976.6,1543.0,20.592,61.3
2022-01-09/14:06:06,23.58,976.6,1543.0,20.592,62.1
2022-01-09/14:06:08,23.58,976.6,1543.0,20.592,62.1
2022-01-09/14:06:09,23.58,976.7,1538.0,20.328,62.1
2022-01-09/14:06:10,23.58,976.7,1538.0,20.328,62.0
2022-01-09/14:06:11,23.58,976.7,1538.0,20.328,61.19999
2022-01-09/14:06:12,23.58,976.7,1538.0,20.328,64.8
2022-01-09/14:06:13,23.58,976.7,1538.0,20.328,65.70001
2022-01-09/14:06:15,23.58,976.7,1538.0,20.04,65.70001
2022-01-09/14:06:16,23.58,976.7,1538.0,20.04,64.2
2022-01-09/14:06:17,23.58,976.7,1538.0,20.04,62.1
2022-01-09/14:06:18,23.58,976.7,1538.0,20.04,61.59999
2022-01-09/14:06:19,23.58,976.7,1538.0,20.04,61.8
2022-01-09/14:06:20,23.58,976.7,1535.0,20.592,61.4
2022-01-09/14:06:22,23.58,976.7,1535.0,20.592,61.19999
2022-01-09/14:06:23,23.58,976.7,1535.0,20.592,61.19999
2022-01-09/14:06:24,23.58,976.7,1535.0,20.592,61.19999
2022-01-09/14:06:25,23.58,976.7,1535.0,20.592,62.5
2022-01-09/14:06:26,23.58,976.7,1535.0,20.976,64.8
2022-01-09/14:06:28,23.58,976.7,1535.0,20.976,59.9
2022-01-09/14:06:29,23.58,976.7,1535.0,20.976,64.0
2022-01-09/14:06:30,23.58,976.7,1535.0,20.976,60.4
2022-01-09/14:06:31,23.58,976.7,1535.0,20.976,62.5
2022-01-09/14:06:32,23.58,976.7,1535.0,21.672,62.60001
2022-01-09/14:06:33,23.58,976.7,1535.0,21.672,63.9
2022-01-09/14:06:35,23.58,976.7,1535.0,21.672,66.5
2022-01-09/14:06:36,23.58,976.7,1535.0,21.672,63.5
2022-01-09/14:06:37,23.58,976.7,1535.0,21.672,63.00001
2022-01-09/14:06:38,23.59,976.7,1530.0,21.024,62.7
2022-01-09/14:06:39,23.59,976.7,1530.0,21.024,48.2
2022-01-09/14:06:40,23.59,976.7,1530.0,21.024,44.1
2022-01-09/14:06:42,23.59,976.7,1530.0,21.024,63.00001
2022-01-09/14:06:43,23.59,976.7,1530.0,21.024,63.00001
2022-01-09/14:06:44,23.59,976.7,1530.0,22.872,62.2
2022-01-09/14:06:45,23.59,976.7,1530.0,22.872,58.7
2022-01-09/14:06:46,23.59,976.7,1530.0,22.872,63.2
2022-01-09/14:06:48,23.59,976.7,1530.0,22.872,66.1
2022-01-09/14:06:49,23.59,976.7,1530.0,22.872,65.70001
2022-01-09/14:06:50,23.6,976.7,1528.0,21.312,65.70001
2022-01-09/14:06:51,23.6,976.7,1528.0,21.312,65.60001
2022-01-09/14:06:52,23.6,976.7,1528.0,21.312,60.4
2022-01-09/14:06:53,23.6,976.7,1528.0,21.312,63.4
2022-01-09/14:06:55,23.6,976.7,1528.0,21.312,61.19999
2022-01-09/14:06:56,23.6,976.7,1528.0,21.576,61.50001
2022-01-09/14:06:57,23.6,976.7,1528.0,21.576,61.3
2022-01-09/14:06:58,23.6,976.7,1528.0,21.576,60.5
2022-01-09/14:06:59,23.6,976.7,1528.0,21.576,63.89999
2022-01-09/14:07:00,23.6,976.7,1528.0,21.576,63.89999
2022-01-09/14:07:02,23.6,976.7,1528.0,21.84,64.6
2022-01-09/14:07:03,23.6,976.7,1528.0,21.84,64.49999
2022-01-09/14:07:04,23.6,976.7,1528.0,21.84,64.2
