time,tempce,luftfeucht,co2,laut,hell
2022-01-08/15:42:31,23.58,987.9,1453.0,24.0,236.1
2022-01-08/15:42:32,23.58,987.9,1453.0,24.0,236.1
2022-01-08/15:42:34,23.58,987.9,1453.0,24.0,235.8
2022-01-08/15:42:35,23.58,987.9,1453.0,24.0,235.9
2022-01-08/15:42:36,23.58,987.9,1453.0,325.44,235.8
2022-01-08/15:42:37,23.58,987.9,1453.0,325.44,235.9
2022-01-08/15:42:38,23.58,987.9,1453.0,325.44,235.8
2022-01-08/15:42:39,23.58,987.9,1453.0,325.44,235.8
2022-01-08/15:42:41,23.58,987.9,1453.0,325.44,235.9
2022-01-08/15:42:42,23.58,987.9,1460.0,326.352,235.8
2022-01-08/15:42:43,23.58,987.9,1460.0,326.352,235.8
2022-01-08/15:42:44,23.58,987.9,1460.0,326.352,235.8
2022-01-08/15:42:45,23.58,987.9,1460.0,326.352,235.8
2022-01-08/15:42:46,23.58,987.9,1460.0,326.352,235.8
2022-01-08/15:42:48,23.58,987.9,1460.0,326.064,235.8
2022-01-08/15:42:49,23.58,987.9,1460.0,326.064,235.8
2022-01-08/15:42:50,23.58,987.9,1460.0,326.064,235.8
2022-01-08/15:42:51,23.58,987.9,1460.0,326.064,235.8
2022-01-08/15:42:52,23.58,987.9,1460.0,326.064,235.7
2022-01-08/15:42:54,23.59,987.9,1454.0,323.976,236.4
2022-01-08/15:42:55,23.59,987.9,1454.0,323.976,236.7
2022-01-08/15:42:56,23.59,987.9,1454.0,323.976,236.7
2022-01-08/15:42:57,23.59,987.9,1454.0,323.976,236.2
2022-01-08/15:42:58,23.59,987.9,1454.0,323.976,235.8
2022-01-08/15:42:59,23.59,987.9,1454.0,327.336,235.8
2022-01-08/15:43:01,23.59,987.9,1454.0,327.336,235.9
2022-01-08/15:43:02,23.59,987.9,1454.0,327.336,235.8
2022-01-08/15:43:03,23.59,987.9,1454.0,327.336,235.8
2022-01-08/15:43:04,23.59,987.9,1454.0,327.336,235.8
2022-01-08/15:43:05,23.59,987.9,1454.0,324.816,235.8
2022-01-08/15:43:06,23.59,987.9,1454.0,324.816,235.8
2022-01-08/15:43:08,23.59,987.9,1454.0,324.816,235.8
2022-01-08/15:43:09,23.59,987.9,1454.0,324.816,235.8
2022-01-08/15:43:10,23.59,987.9,1454.0,324.816,235.8
2022-01-08/15:43:11,23.58,987.9,1446.0,326.016,235.8
2022-01-08/15:43:12,23.58,987.9,1446.0,326.016,235.8
2022-01-08/15:43:14,23.58,987.9,1446.0,326.016,235.9
2022-01-08/15:43:15,23.58,987.9,1446.0,326.016,235.4
2022-01-08/15:43:16,23.58,987.9,1446.0,326.016,235.3
2022-01-08/15:43:17,23.58,987.9,1446.0,327.264,234.9
2022-01-08/15:43:18,23.58,987.9,1446.0,327.264,234.9
2022-01-08/15:43:19,23.58,987.9,1446.0,327.264,234.9
2022-01-08/15:43:21,23.58,987.9,1446.0,327.264,234.9
2022-01-08/15:43:22,23.58,987.9,1446.0,327.264,234.9
2022-01-08/15:43:23,23.58,987.9,1440.0,328.824,235.2
2022-01-08/15:43:24,23.58,987.9,1440.0,328.824,235.8
2022-01-08/15:43:25,23.58,987.9,1440.0,328.824,235.8
2022-01-08/15:43:26,23.58,987.9,1440.0,328.824,235.8
2022-01-08/15:43:28,23.58,987.9,1440.0,328.824,235.6
2022-01-08/15:43:29,23.58,987.9,1440.0,329.016,235.1
2022-01-08/15:43:30,23.58,987.9,1440.0,329.016,235.6
2022-01-08/15:43:31,23.58,987.9,1440.0,329.016,235.5
2022-01-08/15:43:32,23.58,987.9,1440.0,329.016,235.6
2022-01-08/15:43:34,23.58,987.9,1440.0,329.016,235.4
2022-01-08/15:43:35,23.58,987.9,1440.0,329.16,235.8
2022-01-08/15:43:36,23.58,987.9,1440.0,329.16,235.8
2022-01-08/15:43:37,23.58,987.9,1440.0,329.16,235.8
2022-01-08/15:43:38,23.58,987.9,1440.0,329.16,235.8
2022-01-08/15:43:39,23.58,987.9,1440.0,329.16,235.8
2022-01-08/15:43:41,23.56,987.9,1441.0,324.864,235.8
2022-01-08/15:43:42,23.56,987.9,1441.0,324.864,235.8
2022-01-08/15:43:43,23.56,987.9,1441.0,324.864,235.8
2022-01-08/15:43:44,23.56,987.9,1441.0,324.864,235.7
2022-01-08/15:43:45,23.56,987.9,1441.0,324.864,235.7
2022-01-08/15:43:47,23.56,987.9,1441.0,326.688,235.7
2022-01-08/15:43:48,23.56,987.9,1441.0,326.688,235.5
2022-01-08/15:43:49,23.56,987.9,1441.0,326.688,235.6
2022-01-08/15:43:50,23.56,987.9,1441.0,326.688,235.7
2022-01-08/15:43:51,23.56,987.9,1441.0,326.688,235.7
2022-01-08/15:43:52,23.59,987.9,1436.0,346.008,235.7
2022-01-08/15:43:54,23.59,987.9,1436.0,346.008,235.7
2022-01-08/15:43:55,23.59,987.9,1436.0,346.008,235.7
2022-01-08/15:43:56,23.59,987.9,1436.0,346.008,235.6
