time,tempce,luftdruck,co2,laut,hell
2022-02-22/17:37:52,22.6,993.0,1866.0,66.0,2.3
2022-02-22/17:37:53,22.6,993.0,1866.0,65.0,2.0
2022-02-22/17:37:54,22.6,993.0,1866.0,65.0,2.6
2022-02-22/17:37:55,22.6,993.0,1880.0,56.0,3.5
2022-02-22/17:37:56,22.6,993.0,1880.0,56.0,3.3
2022-02-22/17:37:57,22.6,993.0,1880.0,66.0,3.3
2022-02-22/17:37:59,22.6,993.0,1880.0,66.0,3.0
2022-02-22/17:38:00,22.6,993.0,1880.0,66.0,3.3
2022-02-22/17:38:01,22.6,993.0,1880.0,66.0,3.3
2022-02-22/17:38:02,22.6,993.0,1880.0,66.0,3.3
2022-02-22/17:38:03,22.6,993.0,1880.0,66.0,3.3
2022-02-22/17:38:04,22.6,993.0,1880.0,66.0,3.9
2022-02-22/17:38:05,22.6,993.0,1880.0,66.0,3.3
2022-02-22/17:38:06,22.6,993.0,1880.0,66.0,3.3
2022-02-22/17:38:07,22.6,993.0,1880.0,66.0,3.5
2022-02-22/17:38:08,22.6,993.0,1880.0,66.0,4.2
2022-02-22/17:38:09,22.6,993.0,1880.0,66.0,4.2
2022-02-22/17:38:11,22.7,993.0,1892.0,56.0,4.2
2022-02-22/17:38:12,22.7,993.0,1892.0,56.0,4.0
2022-02-22/17:38:13,22.7,993.0,1892.0,66.0,3.3
2022-02-22/17:38:14,22.7,993.0,1892.0,66.0,3.5
2022-02-22/17:38:15,22.7,993.0,1892.0,66.0,4.2
2022-02-22/17:38:19,22.7,993.0,1892.0,66.0,4.0
